NameKlinik,Titel,DatumBewertung,Fachbereich,Erfahrungsbericht,Gesamtzufriedenheit,QualitätBeratung,MedizBehandlung,VerwaltungAblaeufe
Klinikum Wahrendorff,"JWK - Alles bestens
Diese Bewertung geht nicht in die Gesamtbewertung ein",22.05.2013,Psychiatrie,"Meine Schwester war für ein paar Monate freiwillig wegen Depressionen behandelt worden. Das Wichtigste: Seit dem sie wieder raus ist, ist sie weitaus lebenslustiger als vorher. Als angehöriger kann ich nur sagen, dass das Personal meist freundlich ist. Es hat mir auch den Eindruck gegeben meine Schwester sei in guten Händen. Auch die Umgebung ist sehr schön. Man kann bei Besuchen in Ruhe durch Parkanlagen schlendern und bei schlechtem Wetter innerhalb des Gebäudes gibt sogar eine kleine Grünoase mit Aufenthaltsmöglichkeiten.

Vom Hörensagen: Die Therapiepläne waren immer voll und man wird schnell von der eigenen Krankheit abgelenkt um den Kopf frei zu bekommen.

Nachteil: Manchmal sind die Verwaltungswege etwas lang.",star-6,star-4,star-6,star-4
Klinikum Wahrendorff,"JWK1 Wenn Klinik, dann bei Euch!!!
Diese Bewertung geht nicht in die Gesamtbewertung ein",01.03.2013,Psychiatrie,"Nach so vielen schlechten Berichten, kann ich viel positives über die JWK1 sagen. Sehr freundliches und aufmerksames Personal. Sie sind sehr bemüht, daß es einem besser geht und fragen, wie sie dabei helfen können. Tolle Oberschwester und Schwestern natürlich! Tolle Therapeuten! Das Angebot an Therapien ist toll, Infogruppen, viel Entspannung, Sport und Ergo. Ich kann nur Danke sagen. Die nur zwei ein halb Wochen haben mir sehr gut getan und mich weiter gebracht.",star-6,star-6,star-6,star-2
Klinikum Wahrendorff,"Nach 3 Monaten
Diese Bewertung geht nicht in die Gesamtbewertung ein",23.02.2013,Psychiatrie,"Psychiater: gut mit Ausnahmen
Essen: durchschnittlich für ein Krankenhaus
Umgebung: Natur in direkter Reichweite, schöne Parkanlage, leider Hauptstraße in der Umgebung
Zimmer: sauber und hell, aber steril
Therapien: vielfältiges Angebot mit Auswahlmöglichkeiten, teilweise auch aufgrund der Einstellung von Patienten unproduktiv, leider wenig Freizeit (um 19:00 Uhr findet die letzte Therapie statt)",star-4,star-2,star-4,star-0
Klinikum Wahrendorff,"JWK I - NIEMALS WIEDER. Rette sich wer kann
Diese Bewertung geht nicht in die Gesamtbewertung ein",23.01.2013,Psychiatrie,"Ich berichte als Patient aus der JWK I. Diese Station ist ein reines Chaos. Viel zu wenig Pflegepersonal. Absolut superunfreundliche Stationsleitung, die anscheinend Ihre schlechte Laune und Unzufriedenheit an Ihre Mitarbeiter weitergibt, die ebenso genervt mit Ihren Patienten umgehen. Absolut furchtbarer Arzt auf Station, der ganz sicher selber dringend eine Therapie benötigt. Absolutes Pech für die Patienten die bei Ihm landen. Vergisst Termine zu vergeben oder erscheint einfach nicht. Die Ausgabe des Therapieplans dauerte EWIG. Da ich Donnerstags aufgenommen wurde, durfte ich das 1. Wochenende nicht nach Hause. Dann heisst es hier munteres Langweilen. Man wird vor den Fernseher gesetzt oder in die Badewanne geschickt, notfalls auch in den Park zum Spazierengehen. Hauptsache die Damen müssen sich nicht etwa dazu herablassen mal ein Gespräch mit den Patienten zu führen oder gar sich mit Ihnen zu beschäftigen. Visite mit allen Ärzten, wie in einem Verhör. Eine Oberärztin die sich kaum blicken lässt. Die Therapieangebote fallen sehr oft aus oder werden von den Pflegern so lustlos durchgeführt, dass sie absolut sinnlos sind. Man kann hier auch den ganzen Tag im Bett verbringen, da kümmert sich niemand drum. Ich wurde von der Stationsleitung in mein Bett gesteckt, als ich Kreislaufprobleme von einem Medikament bekam. Drei Stunden, bis ich selber wieder aufstehen konnte, hat niemand nach mir gesehen. Viele unterschiedliche Krankheitsbilder, keine Betreuung, Ruhigstellung wenn man zu schwierig ist. Keinesfalls zu empfehlen - Therapie ist anders. Nie wieder diese Station. Ich wurde nach einer Woche auf die FWK I verlegt - bitte meine Bewertung zu dieser Station lesen- wer kann möge bitte dort hin gehen. Komplettes Gegenteil zu diesem Horror !!!!!!!!!!!!!!!!!",star-0,star-0,star-0,star-0
Klinikum Wahrendorff,"FWK I - nur zu empfehlen
Diese Bewertung geht nicht in die Gesamtbewertung ein",23.01.2013,Psychosomatik,"Ich war 5 Wochen auf der Station FWK I in Wahrendorff. Hier hatte ich wirklich das Gefühl ernstgenommen zu werden. Ein sehr netter Oberarzt, der immer ansprechbar ist und sich während Visiten immer Zeit für seine Patienten nimmt. Das Pflegepersonal ist ebenfalls zu enpfehlen, alle ansprechbar und jederzeit gesprächsbereit. In der heutigen Zeit echte Ausnahmen. Zweibettzimmer die jeden Tag gereinigt werden. Sehr sauber. Morgens und Abends Buffet, reichhaltige Auswahl. Als Patient hat man die Möglichkeit, nach Voranmeldung, selber zu kochen und zu backen. Sehr gutes Therapieangebot mit Yoga, Chi-Gong, Ergotherapie, verschiedene Sportangebote etc. Viele Infogruppen, teilweise auch vom Oberarzt selber geleitet. Reine Depressionsstation, keine anderen schwerwiegenden Krankheitsbilder auf der Station. Zwei Fernsehräume vorhanden. Medikation nach Absprache, auch Therapie ohne Medikation möglich.

Alles in Allem eine Top-Station, weiterzuempfehlen. Ich habe mich gut aufgehoben gefühlt und bin sehr stabil wieder entlassen worden.

Großes Lob an diese Klinik !!!",star-6,star-6,star-6,star-4
Klinikum Wahrendorff,"Lohnender Therapie Versuch
Diese Bewertung geht nicht in die Gesamtbewertung ein",19.01.2013,Psychosomatik,"Mit meiner Einzeltherapeutin wurde mit mir gemeinsam ein realistischer Behandlungsplan erstellt. Die Traumainfo Gruppe hat mir sehr weitergeholfen. Die Ergotherapie war super. Einmal die Woche wurde eine Oberarztvisite angeboten, was mir eine zusätzliche Sicherheit gab. Die Stationsärztin war kompetent und sehr freundlich und einfühlsam. Die einzelnen Gruppen wurden teilweise vom Pflegepersonal geleitet, aber ich fand jede Gruppe war so gut und effektiv wie die Patientengruppe, die daran teilnahm. Was meint, je besser wir uns eingebracht haben, desto mehr konnten wir aus den Gruppen für uns rausziehen. Das Konzept der Klinik war für mich genau das Richtige. Schade nur, dass das Pflegepersonal ständig unterbesetzt war. Des weiteren gab es beim Pflegepersonal große Unterschiede. Größtenteils strahlten sie Sicherheit in ihrem Tun aus und dann gab es einige sehr Wenige, die den Eindruck erweckten, sie seien völlig überfordert. Das Essen war top, genauso wie die Patientenzimmer. Mit zwei Ausnahmen, diese Zimmer grenzten an die Raucherecke, die sehr stark frequentiert wurde und so ein lüften der Zimmer unmöglich machte. Jeden Tag wurden die Zimmer bzw. Badezimmer gründlich gereinigt. Es gab noch ein extra Bad mit Badewanne, das wirklich sehr schön dekoriert war. Einfach zum Wohlfühlen. Die Regeln der KTP sind ganz klar. Wer nicht mitmachen wollte, durfte nach, vorheriger Ermahnung nach hause fahren. Fand ich gut. Die Plätze sind dort sehr begehrt und die Warteliste endlos lang.",star-6,star-6,star-6,star-4
Klinikum Wahrendorff,"Raucherklinik
Diese Bewertung geht nicht in die Gesamtbewertung ein",05.09.2012,Psychosomatik,"Raucherklinik. Für empfindliche Nichtraucher absolut ungeeignet.
Die psychosomatische Klinik ist noch in den Anfängen und entsprechen unkoordiniert. Pflegepersonal werden als Hilfstherapeuten eingesetzt und sind nicht ausreichend qualifiziert. Ansonsten sind alle sehr bemüht und hilfsbereit. Therapeuten zum Teil gut. Ergo hervorragend.",star-0,star-2,star-0,star-2
Klinikum Wahrendorff,"Trotz akuter Suizidgefahr keine Aufnahme
Diese Bewertung geht nicht in die Gesamtbewertung ein",17.07.2012,Psychiatrie,"Trotz akuter Suizidgefahr fand keine Aufnahme statt. Unfreundliches und dominantes Verhalten der Ärztin, die mir sagte, dass erst eine Einweisung vorliegen muss. Durch die mich begleitende Person wurde versichert, dass die Krankenhauseinweisung am gleichen Tag nachgereicht werden wird; trotzdem keine Aufnahme ! Hier zeigt sich ganz klar: Geld ist wichtiger als das Wohlergehen der Menschen.",star-0,star-0,star-0,star-0
Klinikum Wahrendorff,"Diese Klinik macht krank!
Diese Bewertung geht nicht in die Gesamtbewertung ein",06.07.2012,Psychiatrie,"Ich habe mich aufgrund einer schweren depressiven Episode freiwillig eingewiesen.
Als ich dort ankam waren alle planlos, obwohl mein Hausarzt eine Woche vorher mein Kommen angekündigt und das Bett reserviert hatte. Man hat mich mit zwei Frauen auf ein Zimmer gelegt, beide waren schizophren.
Durch ihr krankheitsbedingtes Verhalten haben sie mir Angst eingejagt. Die diensthabende Schwester hat das nicht interessiert. Tag und Nacht bin ich nicht zur Ruhe gekommen. Auf der Station waren Männer und Frauen mit den unterschiedlichen Symtomen gemischt, was das Zusammenleben zusätzlich erschwert. Manche Patienten kamen frisch von der geschlossenen und waren mit dem Alltag total überfordert. Sie konnten sich nicht entscheiden, was sie trinken oder essen sollten und hatten große Ängste. Der Zustand zwar bekannt, wurde aber ignoriert. Die Oberärztin hat sich sogar über eine Patientin lustig gemacht und sie bloßgestellt. Andere Patienten haben nur stumpf auf dem Zimmer gelegen.
Auf meinen Therapieplan habe ich ewig gewartet. Trotz Plan entstehen große Lücken die nicht gefüllt werden und mit herumvegitieren verbracht werden. Als ich mich diesbezüglich beschwert habe wurde mir erzählt, das die Patienten sich offen mit ihren Problemen auseinandersetzen und so selbst ihre Probleme lösen sollen.
Auffällige Patienten wurden mit Tabletten ruhig gestellt oder kamen auf die Geschlossene. Viele Patienten wurden auch angebrüllt vom oftmals total genervten Personal.
Einen Therapeut war nicht vor Ort. Die Therapien (Imanigation, Ergo, etc.) haben bei mir überhaupt nichts bewirkt. Im Park laufen Patienten aus anderen Einrichtungen frei herum. Ein Patient hat mich massiv sexuell genötigt und sogar angefasst. Das hat auch keinen interessiert. Unsinnig ist auch, dass das erste Wochenende stationär verbracht werden muss.
Die Dusche und die Toilette waren schimmelig, die Dusche hat einen üblen Geruch verströmt.
Mir ging es zusehends schlechter, ich bin freiwillig gegangen.",star-0,star-0,star-0,star-0
Klinikum Wahrendorff,"ssalazwedel
Diese Bewertung geht nicht in die Gesamtbewertung ein",18.05.2012,Psychiatrie,"Als Klinikbewertung sollten nur subjektive Wahrnehmungen geäußert werden.
Sollte ich für immer schweigen? Mir ist in ihrem Park vor ihrem Verwaltungsgebäude in Ilten Folgendes passiert.
Ich habe mich im Park in Ilten vor ihrem Verwaltungsgebäude hingesetzt und ausgeruht. Dabei bekam ich ein Gespräch mit, zwischen einer Bewohnerin, ihrem Freund und einem Parkbesucher, der sich ständig dort aufhielt. Dei Frau schimpfte, dass sie von Besucher des Parks sexuell belästigt worden sei.
Dieser erklärte mir, dass die Leute hier ""spinnen"" und ihnen sowieso keiner glauben schenken würde.
Zwei Tage später fuhr ich erneut von Ahlten nach Sehnde, im Park wollte ich Rast machen. Der alte Mann war da. Kaum dass ich mich gesetzt hatte. kam eine (etwas 1,90 m große) männliche Wach/Traumgestalt auf uns beide zu. Der Herr sagte neben mir, da ist etwas zwischen Traum und Wirklichkeit. Er sah genau das Gleiche wie ich. Der
""Geistermann"" sammelte imaginäres Laub zusammen und bewarf mich sehr sehr wütend damit . Kaum dass ich aufgestanden bin, schlug er mich fast aus dem Park. Es war total irre. Ich verstand diese ""Aufforderung"" sehr wohl und ging sofort kam auch nicht weder. lol.
Dann aber wollte ich es nach Jahren -( 5 Jahre später) mal ausprobieren. Ich habe mich für eine Therapie die zu ihrem Komplex gehört angemeldet, in Hannover. Eine Tagesklinik.
Siehe da, nach ca. 3/4 Tagen meldete sich eine Person von Ilten zu Besuch an. Es war einer von der Verwaltung aus Ilten. Wieder verselbständigte sich etwas. Die aus Ilten bekannte Geister-Gestalt trat auf mich zu, und schlug mich bis ich nicht mehr wusste, wo ich war. Ich habe die Therapie sofort unterbrochen. Aus dem Internet weiß ich, dass Angestellte auf die Außenanlagen aufpassen müssen. Es muss ein sehr gewissenhafter aber rabiater Angestellter ihres Hauses gewesen sein........... aber verstorben? Er hätte mich ganz normal aus dem Klinikbereich herausgebeten, wenn es eine reale Situation gewesen ist. Ich wäre sofort gegangen. Echt unheimlich.

Ich finde keine Erkärung dafür. Mir so etwas noch nie passiert.

-----------------------

Viele Grüße undDanke für die Zeit das Durchzulesen.

S. Salzwedel",star-4,star-4,star-4,star-0
Klinikum Wahrendorff,"Tagesklinik Lehrte ist gut.
Diese Bewertung geht nicht in die Gesamtbewertung ein",09.03.2012,Psychiatrie,"In der Tagesklinik Lehrte hatte ich 6 wochen nur gute Erfahrungen. Nettes, engagiertes Personal. Die Stationsärztin ist sehr bemüht und stats freundlich.
Die TK ist zu empfehlen.",star-6,star-6,star-6,star-6
Klinikum Wahrendorff,"JWK1 gar nicht so schlecht
Diese Bewertung geht nicht in die Gesamtbewertung ein",07.03.2012,Psychiatrie,"Als mein Mann das 2. mal dort hin mußte dachte ich , um Gottes Willen. Auch die ersten Tage war ich skeptisch. Nun hab ich aber mit der behandelnen Ärztin gesprochen und sie hat unverblühmt die Diagnose gestellt und ich bin dankbar für ihre Offenheit.
3 Bettzimmer aber sehr sauber. Leider Personalmangel. Stationsschwester ist sehr unfreundlich. Ansonsten denke ich das mein Mann dort doch recht gut aufgehoben ist. Man muß als Angehöriger nur entschlossen auftreten dann klappt auch das Gespräch mit Ärzten und Schwestern.

Was ich bitter finde ist aber das deren Schwimmbad schon lange kaputt ist",star-4,star-4,star-4,star-2
Klinikum Wahrendorff,"Erfahrungsbericht 2011 Haus Juliane
Diese Bewertung geht nicht in die Gesamtbewertung ein",17.02.2012,Psychosomatik,"Partnerin bekam 2Wochen falsches Medikament.Es ging Ihr immer schlechter.Dann wurde Sie mit einer anderen tablette
ruhiggestellt.Nach der Entlassung (6Wochen) laut Entlassungsbericht ist meine Partnerin in gutem Zustand entlassen worden.Das Gegenteil war der Fall.
Ich glaube nur wenn man sein Hirn ausschaltet kann man diese Klinik empfehlen",star-2,star-2,star-0,star-4
Klinikum Wahrendorff,"schlechte Patientenbetreuung
Diese Bewertung geht nicht in die Gesamtbewertung ein",01.02.2012,Psychiatrie,"- schlechte medizinische und therapeutische Betreuung des Patienten
- Verschlechterung des Zustandes des Patienten in der Klinik (mehr Ängste, mehr Unruhe)
- keine adäquate Behandlung der Ängste
- von 2 Monaten Aufenthalt war der zuständige Psychologe lediglich 4 Wochen da. Keine Vertretung. Bei Nachfrage lediglich der Verweis auf die Stationsärzte.
- Therapiegespräche nur auf Nachfrage des Patienten (sehr fragwürdig, da Patient große Angst hat, Gespräche selber einzufordern)
- gute Einstellung der Medikation nach 2 Monaten immer noch nicht erfolgt, trotz mehrfacher Umstellung in dieser Zeit
- teilweise sehr unfreundlicher Umgangston mit dem Patienten
- 4 und 5 Bettzimmer sind die Regel
- keine adäquate Betreuung von schwerkranken Patienten",star-0,star-0,star-0,star-0
Klinikum Wahrendorff,"Nie wieder KTP Wahrendorff
Diese Bewertung geht nicht in die Gesamtbewertung ein",19.08.2011,Psychiatrie,"Ich war 2005 und 2006 in der KTP und würde die KTP nicht weiterempfehlen. Beim ersten Mal dachte ich noch an einen Zufall, daß ich von einen auf den anderen Tag- zwischen Weihnachten und Silverster entlassen wurde. Das gleiche Spiel beim zweiten Aufenthalt, am Abend davor informierte man mich, daß ich am nächsten Morgen entlassen werde. Angeblich beide Male weil die Krankenkasse die Kosten nicht weiter tragen wolle- als ich dort nachfragte, sagte man mir, daß dies eine Lüge sei.
Aber auch wie die Aufenthalte an sich abliefen, andauernd fiel irgendwas aus, oder man mußte allein Ergotherapie machen. Beim zweiten Aufenthalt erfolgte eine Traumabearbeitung, danach wurde ich ziemlich allein gelassen. Daß meine Beziehung den Bach runter ging, etc. interessierte keinen. Was ich jedoch am schlimmsten fand, daß keinerlei Nachsorge stattfindet, oder wenigstens Hilfestellung gegeben wird im Anschluß an die Klinik einen ambulanten Therapieplatz zu finden. Nichts... Ein Therapeut sagte mir später, daß die KTP mich ""retraumatisiert"" entlassen habe, was unverantwortlich sei. Das sagt eigentlich schon alles, oder?
Nicht nur ich, sondern auch viele meiner Mitpatientinnen- mit denen ich noch lange nach den Aufenthalt Kontakt hatte, bestätigten mir meine eigenen negativen Erfahrungen.
Ich kann nur sagen: NIE WIEDER KTP!!!",star-0,star-0,star-0,star-0
Klinikum Wahrendorff,"Respektlos und ignorant
Diese Bewertung geht nicht in die Gesamtbewertung ein",04.08.2011,Psychosomatik,"Klinik für Trauma- und Psychotherapie (KTP)

Es ist unglaublich was ich dort erlebt habe. Im Nachhinein hat es mir mehr geschadet als geholfen.
Wie ich jetzt hörte ist die leitende Therapeutin nicht mehr da, vielleicht gibt das der Station eine neue Chance.
Doch diese Strukturen die dort herrschten sind absolut inaktzeptabel. Noch heute ärgere ich mich, dass ich mich so habe rumschubsen lassen. Doch in einem instabilem Zustand ist es nicht leicht sich gegen so eine Dominanz zu wehren.
Auf Not- und Kriesensituationen wird kaum bis garnicht eingegangen. Dort sind soviele Patientinnen abgestürzt, dass es schon auffiel.
Die Mitarbeiter die sich bemühen, gehen nach einer Zeit, weil sie total ausgebremst werden. Ich weiß nicht wirklich wie ich das beschreiben soll.
Beispiel: Die Freitagsversammlung die regelmäßig stattfand ist ein gutes Beispiel. Wurde sie von der leitenden Therapeutin geleitet, sagte keiner etwas, weil sich keiner getraut hat. Sie nahm vieles persönlich, war nicht in der Lage zu reflektieren und bei einigen Mitarbeitern war es genauso. Was da passierte war teilweise so verletztend und demütigend für einige Mitpatientinnen, dass ich keine Worte dafür habe. Der Ton ließ oft genug zu wüschen übrig!
Einige Mitarbeiter bilden einen harten Kern, gegen den keiner ankommt. Gehört man nicht zu den ""Lieblingen"" hat man verloren.
Einige wenige bemühen sich und sind wirklich in Ordnung.

Achtsamkeit, Respekt, Individualität, Wahrnehmung, meinen gegenüber ernst nehmen, Grenzen wahrnehmen..., all das war beim Personal kaum zu finden.
Ich hoffe, dass sich jetzt etwas ändert, so wie ich es erlebt habe würde ich die Klinik nicht weiterempfehlen, absolut nicht.",star-0,star-0,star-0,star-2
