Name der Klinik,Bewertung,Sternebewertung,Zufriedenheit,Polarity Level,Polarity Stimmung
Krankenhaus Winsen,"Ein Bekannter wurde nach einer Brust OP entlassen.... Niemand fühlt sich nach 4 Wochen zuständig, die Nähte zu entfernen, und nun ist alles so entzündet , sodass noch eine OP ansteht !!!!!!!!!  Wie kann sowas passieren ?  Sie spielen mit Menschenleben !!!!! Sowas darf nicht toleriert werden.  Wer auch immer für dieses ""Krankenhaus"" zuständig ist gehört verhaftet.. Mit Menschenleben wird nicht gespielt..",1,Negativ,-0.04999999999999999,Negativ
Krankenhaus Winsen,"Leider stimmen die schlechten Rezensionen. Das Pseudo- ""Krankenhaus"" ist kein ort wo man Gesund wird, eher das Gegenteil  Falls euch eure Gesundheit am herzen liegt, investiert lieber paar kilometer mehr und geht in ein richtiges Krankenhaus..  Ärzte, Schwester, einfach alles dort ist wirklich sehr schlecht  Komplett unorganisiert und kein ""Krankenhaus"" der ich meiner Gesundheit anvertraue",1,Negativ,-0.275,Negativ
Krankenhaus Winsen,Ich war Abends um 22:30 in der HNO Abteilung wegen starken Ohrenschmerzen und musste nur 15min warten. Die Ärztin war super nett und sehr kompetent. Trotz dass ich aus dem Rettungsdienst komme hat sie alles so erklärt dass es auch ein Laien sehr gut versteht. Die Untersuchung lief schnell ab obwohl alles gründlich untersucht hat. Sie Schrieb einen Bericht und gab mir Tipps was ich tun kann um meine Ohren wieder frei zu bekommen. Wenn ich wieder was mit den Ohren habe würde ich immer wieder hingehen. Aber man sollte am Tage mit Wartezeit rechnen. Und unfreundliche Schwestern sollte man in Kauf nehmen.,5,Positiv,0.31875,Positiv
Krankenhaus Winsen,Das Krankenhaus ist nicht weiter zu empfehlen ich bin Jahre lang in dieses Krankenhaus gegangen aber bedauerlicherweise werde ich immer enttäuscht .Egal in Welcher Station . Die machen einen mehr krank als man ist mit ihrem Verhalten und diese lange warte zeit .Wen jemand kurz vom Sterben ist lassen die ihn erst mal sterben und kommen erst danach .,1,Negativ,-0.5,Negativ
Krankenhaus Winsen,"Furchtbar, schreckliches und unfreundliches Personal... stellen ein bloß und sind kränkend..",1,Negativ,-1.0,Negativ
Krankenhaus Winsen,"Sehr unfreundliches Personal, niemanden weiterzuempfehlen. Man sagte uns, dass man nicht Nachts ankommen sollte und zum Notarzt gehen sollte. Zudem braucht man eine Bescheinugung vom Hausarzt, damit man zugelassen wird... (wir waren Freitag abend da) Es wurde dann diagnostiziert, dass er Gürtelrose hat... wir wurden nach Hause geschickt und mussten 2 Tage warten... eine Frechheit, lange nicht mehr so ein unfreundliches Personal gesehen. Natürliche beziehe ich das nur auf eine Mitarbeiterin, jedoch kann es nicht sein, dass es ein Krankenhaus so eine unfreundliche Angestelltin einstellt!!!",1,Negativ,-0.22999999999999998,Negativ
Krankenhaus Winsen,"Nach 3 1/2 h Wartezeit wurde man mal gefragt ob man denn überhaupt zu einem Arzt müsste. Der Pfleger dem Bescheid gesagt wurde, hatte dem Arzt nicht mal etwas gesagt. Der Arzt entschuldigte sich zwar doch mit anhaltenen Schmerzen so lange zu warten ist einfach unverschämt!!",1,Negativ,0.0,Negativ
Krankenhaus Winsen,Dieses Krankenhaus ist ABSOLUT NICHT ZU EMPFEHLEN Nachdem ich mir meinen finger gebrochen habe bin ich ins Krankenhaus Winsen gegangen und habe GANZE 8 STUNDEN dort verbracht. Mir wurde nur ein Gips angelegt ! Dafür habe ich denn ganzen Tag verschwendet !! Mir wurde nicht mal ein OP-Termin gegeben.. Bin am nächsten Tag in ein anderes Krankenhaus gefahren wo ich sofort einen OP-Termin bekommen habe .... Die Ärzte sind komplett inkompetent.. Generell wirkt das ganze personal in diesem Horrorhaus nicht qualifiziert ...  Das krankenhaus gehört geschlossen Absolut Null Sterne !!,1,Negativ,0.005555555555555548,Positiv
Krankenhaus Winsen,Lange Wartezeiten und keine ausreichenden Parklätze vor Ort.,3,Positiv,-0.35,Negativ
Krankenhaus Winsen,"Super Behandlung & geniales Zusammenspiel zwischen Schwester, Arzt und Famulanten. Dazu im Notfall(!) keine Wartezeiten in einer modernen Notaufnahme mit mental moderner Belegschaft. Insgesamt ein Krankenhaus für das man (fast) gerne krank wird.",5,Positiv,0.07500000000000001,Positiv
Krankenhaus Winsen,"Ich bin ins Krankenhaus gekommen, weil ich Kopfweh, schüttelfrost und fieber hatte... Nach mindestens 3 Stunden wartezeit hat die ""Ärztin"" mir nur eine Verkühlung diagnostiziert. Da ich aber wegen der ""diagnose"" sehr skeptisch war, bin ich am nächsten Tag zu einer richtigen Ärztin gegangen woraufhin mir gesagt wurde das ich eine LUNGENENTZÜNDUNG habe..  Gott sei Dank habe ich mich nicht auf die Verkühlung beruht.... Sowas ist eine absolute Frechheit. Das ganze Krankenhaus ist unfreundlich und darf sich eigentlich nicht Krankenhaus nennen !  Nie wieder werde ich dieses ""Krankenhaus"" besuchen",1,Negativ,-0.06000000000000001,Negativ
Krankenhaus Winsen,Das Krankenhaus ist der reinste Horror !!! Das personal als auch die Ärzte sind extrem inkompetent.. Habe von den Schwestern gehört dass sie nur warten bis der Patient verstirbt.. Wurde nur von Assistenzärzten behandelt und bis der Oberarzt kommt sind 5 stunden vergangen.. ich empfehle dieses Krankenhaus niemanden weiter und würde am liebsten null sterne vergeben  Sowas gehört angezeigt !,1,Negativ,-0.3333333333333333,Negativ
Krankenhaus Winsen,"Geil die Leute die sich hier über die Wartezeiten in der Notaufnahme aufregen... 😂😋😂 Wenn ihr nach 5 Stunden noch da sitzt, seid ihr ganz sicher kein Notfall... Unfreundliches Personal... ist egal, wenn ich jeden Tag mit so asozialen Patienten zu tun hätte... hätte ich auch schlechte Laune... Seid froh wenn ihr euer bisschen Leben geniessen könnt...  Ich kann hier nur für die HNO sprechen... da ist alles bestens... freundliches Personal nette Ärzte... Klasse Essen... hier wird noch selbst gekocht... kann ich nur empfehlen...",5,Positiv,0.2833333333333333,Positiv
Krankenhaus Winsen,sehr freundliches Personal es wird einem wirklich geholfen auch alle haben ein offenes Ohr..menschlich Top...,5,Positiv,0.925,Positiv
Krankenhaus Winsen,"Gutes Essen, Ärzte und Schwestern nach meinem Eindruck freundlich und kompetent. Wurde sehr gründlich untersucht. Kann ich persönlich weiterempfehlen! Da gibt es ganz andere Krankenhäuser........",4,Positiv,0.5,Positiv
Krankenhaus Winsen,Sehr nettes Pflegepersonal und Ärzte. Essen ist auch sehr gut.,4,Positiv,1.0,Positiv
Krankenhaus Winsen,"Zum sterben kann man hir hin. Nach 10h warten mit ein Arbeitsunfall, bin ich gegangen.",1,Negativ,0.0,Negativ
Krankenhaus Winsen,"Ich war in verschiedenen Abteilungen stets sehr zufrieden (Kreißsaal, Innere, HNO).",5,Positiv,-1.0,Negativ
Krankenhaus Winsen,"Die Notfallambulanz oft schlecht gelaunte Ärzte von außerhalb. Die Notauffallaufnahme ist okay. Das Krankenhaus selber, als Patient hier zu liegen, nicht schön und auch nicht erholsam. Die Zimmer werden jeden Tag gewischt, aber sehr oberflächlich, die Böden sehen teilweise sehr dreckig aus. Die Schränke kann man leider nicht abschließen und das Mobiliar könnte auch eine Überholung gebrauchen. Die Schwestern sind okay und hilfsbereit. Cafeteria gibt es hier auch, wo einige auch von außen hier ihr Essen zu sich nehmen. Die Mahlzeiten sind lecker.",4,Positiv,-0.140625,Negativ
Krankenhaus Winsen,"In der Notaufnahme 6,5 Std.gesessen und es ist nichts passiert nicht eine Untersuchung. Wir sind dann morgens im 3:30 Uhr nach Hause gefahren. Sollten wir nochmal ein Notfall haben fahren wir lieber nach Lüneburg oder Hamburg oder Buchholz.",1,Negativ,0.3333333333333333,Positiv
Krankenhaus Winsen,"Die Mammographie Abteilung könnte man auch ""Hexen von Eastwick"" nennen. Unfreundlich, haben keinen Bock auf ihren Job. Patient erhält kotterige Ansagen. Sowas wie da habe ich echt noch nie erlebt und ich arbeite selbst in der Pflege. Junge Frauen sollten da einen großen Bogen machen, die würden für ihr Leben geschädigt werden.",1,Negativ,-0.030000000000000006,Negativ
Krankenhaus Winsen,"Die Notaufnahme dieses Krankenhauses Winsen ist eine Unverschämtheit. Letzten Oktober wurden mir Gallensteine diagnostiziert. Mein Hausarzt hat mich daher in die chirurgische Ambulanz schicken wollen, allerdings meinte man dann, mich in die Notaufnahme zu setzen. Schön und gut. Allerdings musste ich dort geschlagene 9 Stunden warten (da ich vergessen wurde!) nur um gesagt zu bekommen, dass ich gar nicht in die Notaufnahme hätte kommen sollen! Ärzte und Schwestern waren sichtlich überfordert. Einen Tag habe ich dort verschwendet, für nichts, nur um Zeuge einer riesen Unordnung zu werden. Immerhin war die nachfolgende Behandlung in der chirurgischen Ambulanz, der Station und das Essen gut (bis auf die Entlassung, die ursprünglich auf halb 9 angelegt war, aber erst 9 Stunden später passiert ist! Also man sollte im Krankenhaus Winsen SEHR VIEL Geduld mitbringen).  Nun kommt aber die Krönung. Ein Bekannter von mir hat den Verdacht gehabt, dass sein Kollege einen Herzinfarkt hat. Er hat diesen also sofort zur Notaufnahme gefahren und hat kurzfristig vor dem Eingang geparkt. Dort wurde er direkt angepampt, dass dort Parken verboten sei. Mein Bekannter fragte nach einem Rollstuhl, da sein Kollege vermutlich den besagten Herzinfarkt habe. Nun, der Rollstuhl wurde ihm gebracht und mein Bekannter hat sich einen Parkplatz gesucht (was in Winsen schon dauern kann, da man zum Teil auch im nächsten Dorf parken muss) und was sieht er? Sein Kollege wurde im Rollstuhl draußen stehen gelassen! Bitte was? Seid ihr eigentlich noch bei Trost?! Es stellte sich raus, dass der Kollege zwei Herzinfarkte hatte. Der Notaufnahme Winsen scheint dies aber völlig gleichgültig zu sein, wenn sie lieber jemanden mit einem Herzinfarkt vor dem Eingang stehen lassen, als einen Finger krumm zu machen diesem Menschen zu helfen. Und ihr könnt mir nicht erzählen, dass ihr SO viel zu tun habt, dass ihr manchen Patienten die Behandlung verweigern wollt. Unfassbar. Und dafür werden Gehälter bezahlt. Ohne Worte.",2,Negativ,-0.006666666666666667,Negativ
Krankenhaus Winsen,Würde ich nicht mal meinen schlimmsten Feind empfehlen,1,Negativ,1.0,Positiv
Krankenhaus Winsen,"Ich war da gut aufgehoben und schnell geheilt. Habe da in der Zeit Vegetarisch gegessen, war mal was anderes.",4,Positiv,0.425,Positiv
Krankenhaus Winsen,"Freundliches Pflegepersonal, ärztliche Behandlung nach meinem Eindruck gut.",4,Positiv,1.0,Positiv
Krankenhaus Winsen,Bei Brandverletzungen absolut inkompetent...lieber sofort nach Boberg.,1,Negativ,-1.0,Negativ
Krankenhaus Winsen,"Wir haben die Notaufnahme gegen 15.45 Uhr betreten und bis 20:45 Uhr gewartet. Auf Nachfrage, wann wir denn endlich als Notfall behandelt werden, sagte man uns, es können noch dauern. Das Schlimme daran ist, dass jeder Patient nach uns, vor uns dran kam, nur wir nicht. Nun haben wir dort also 5 Stunden, ohne jegliche Reaktion des Personals im Wartebereich verbracht, 5 STUNDEN!!!! Für nichts.....  Am nächsten Morgen sind wir dann ins AKH gefahren und wurden dort innerhalb von 90 Minuten komplett ärztlich versorgt. Ich will damit nicht das AKH loben, sondern nur vergleichen, was geht, bzw. was nicht....  Dieses Krankenhaus werde ich definitiv nicht mehr freiwillig betreten.... es sei denn, ich bin nicht mehr in der Lage, mich freiwillig dazu zu äußern.",1,Negativ,-0.043750000000000004,Negativ
Krankenhaus Winsen,"Notaufnahme Tip Top,kompetente und schnelle Hilfe,alle freundlich und um das Wohl bemüht.",5,Positiv,0.3333333333333333,Positiv
Krankenhaus Winsen,"Unglaublich aber leider wahr. Dieses krankenhaus kann man leider nicht weiter empfehlen . In der Notaufname sehr unfreundlich und auch wirklich keine mitarbeiterin (Schwester / Ärztin ) die einen begrüßen sondern direkt mit ihrer schlechten laune an die Patienten ran gehen dieses unfreundliche und dieses herab redende von den schwestern ist wirklich traurig. Die Ärztin ist meiner meinung nach für solch ein krankenhaus viel zu jung und auch unwissend über einiges da sie in anderen Krankenhäusern anrufen und meinungen einholen musste da sie das wissen nicht hatte und dies wurde uns auch direkt zu spüren bekommen. Wir wurden direkt verwiesen auf ein anderes krankenhaus mit der aussage das sie die Verantwortung nicht übernehmen möchte und wir ein anderes krankenhaus uns Auffinden sollen. Das soll also das krankenhaus im WINSEN LUHE sein .? Junge Ärzte die kein Fachwissen haben, schwestern die ihren job nicht gern machen und Patienten sehr schlecht behandeln und umgeben. Es muss ja erstmals was passieren bevor man handelt und deswegen denke ich das es nicht lange dauert bis es ans licht kommt was für ein Personal das Krankenhaus Winsen luhe hat in der Notaufnahme.  Nimmt euch 15 min länger und fährt direkt ins nahe gelegende krankenhäuser wie Harburg oder Lüneburg tut euch das selbst nicht an.",1,Negativ,0.223015873015873,Positiv
Krankenhaus Winsen,"Von zu Hause angerufen wegen schlimmen Tinnitus.kommen sie vorbei wurde gesagt.fast 1 Std Autofahrt.lustlose Schwestern sitzen im Zimmer. Bei Nachfrage wie lange man warten müsste kam Antwort,der Arzt weiß Bescheid kommt dann zu ihnen.nach einer gefühlten Ewigkeit kam er dann.sah schon lustlos aus.nach 3 min Behandlung war ich schon wieder raus könnte nichts fragen usw.null Bock Einstellung des hno Arztes. Verwies mich auf meinen hno Arzt. Dieser Aufwand hat sich nicht gelohnt absolut nicht zu empfehlen. Dieser 1 Stern ist noch zu viel.dann lieber asklepios in Hamburg.die Fahrt dahin habe ich gerne in kauf genommen",1,Negativ,0.030000000000000006,Positiv
Krankenhaus Winsen,"Dieses Krankenhaus sollte man nicht mal im schlimmsten Notfall nutzen! Ich habe meine kleine Schwester ins Krankenhaus gefahren weil sie kein Essen mehr im Magen behalten konnte und nur am übergeben war, dazu muss ich sagen es war ca. 5 Uhr morgens. Es ging damit los das die Türen verschlossen waren und wir klingeln mussten um dann von der Kamera 5 min lang beobachtet zu werden um dann mit einem Notfall in die Notfallaufnahme reingelassen zu werden. Alles schön und gut, vorne am Empfang erzählten wir dann dem Personal was das Problem sei worauf sie dann sagte dass das Einfall für den Hausarzt wäre. Meine Antwort lautete das es 5 Uhr morgens ist und sie sich egal was sie isst nur übergibt und um diese Uhrzeit kein Hausarzt auf hat. Jetzt kommt’s ihre Aussage lautete:“ na wer ist auch schon um dieser Uhrzeit dann soll sie halt nichts essen“ eine totale Frechheit nach langem hin und her hat sie total genervt nach der Krankenkassekarte gefragt und uns als Notfall angemeldet. Einfach eine frechhheit es war sowieso nichts los in der notfallaufnahme da ist es doch kein Problem wenn man da einmal kurz auf die kranke Person drüber schaut was denn das Problem ist. Wäre die Notfallaufnahme voll hätte ich es ja verstanden, aber sie war komplett leer. Und außerdem die Aussage das sie dann halt nichts essen soll einfach nur traurig man kann sein Leben nicht mal mehr dem Krankenhaus anvertrauen!!!",1,Negativ,0.07272727272727272,Positiv
Krankenhaus Winsen,"Nicht mal einen Stern würde ich KWL geben, sondern mindestens 5 Kreuze. Dieses Krankenhaus ist Patienten-feindlich. Wartezeiten in der Notaufnahme bis 6 Stunden, Behandlung von akut Kranken durch Krankenschwester und Krankenpflegehelfer, Geburten mit Kräutern statt Medikament und Geburt-Verzögerungen von über 30 Stunden sind hier in der Tagesordnung. Hat sich einer mal gefragt was mit den akut Kranken passiert die 6 Stunden in der Notaufnahme warten? Womöglich sterben sie oder sind gestorben. Der Baby Friedhof in Winsen ist voller Babies die während der Geburt oder kurz danach gestorben sind. Die Babies die nicht dort bestattet wurden im Friedhof, sei noch dahin gestellt! Polizei, Staatsanwalt und Politiker schauen einfach weg und lassen das Morden und Quälen Tag für Tag zu.",1,Negativ,-0.2125,Negativ
Krankenhaus Winsen,"Wartezeiten um mehr als eine halbe Stunde überschritten.... Bei Nachfrage ob Notfall vorliegt und warum es so lange dauert.... Kein Notfall...Arzt hatte Besprechung... Chefarzt meinte er müsse sich das nicht geben, das man sich Beschwert und hat uns dann 5 min. später ohne Behandlung nach Hause geschickt... Krankenhaus ohne Ansprechpartner seitens der Geschäftsführung und Pflegedienstleitung... Tolles Krankenhaus NIE WIEDER. Anwalt schon kontaktiert um die Fahrtkosten von immerhin 170 kn einzuklagen...",1,Negativ,-0.125,Negativ
Krankenhaus Winsen,"Wir waren vor Kurzem zu einer ambulanten HNO Op dort und um es mit einem Wort zu beschreiben: Perfekt! Super professionell, super sympathisch, haben sich sehr gut um meinen Kleinen gekümmert. Trotz der Umstände ein sehr angenehmer Aufenthalt!",5,Positiv,1.0,Positiv
Krankenhaus Winsen,Ich war vor 2 Wochen stationär im Winsener Krankenhaus für 4 Tage da ich meinen Sohn per geplanten Kaiserschnitt bekommen habe Die OP verlief ohne Komplikationen ein ganz großes Lob an das nakose Team die Schwestern waren super und haben alles getan um mich von meiner Angst vor Nadel abzulenken sehr sympathisch und nett war der Umgang die Hebamme im Kreißsaal war top die begleitung von ihr durch den Tag und die Geburt war sehr angenehm ich habe mich gut aufgehoben gefühlt bei ihr auch nach der OP die Zeit auf der Station war sehr angenehm die Schwestern sehr hilfsbereit und immer schnell da die Ärzte waren kompetent die Bindung zwischen Mutter und Kind wird hier sehr geschätzt alles in allem hatte ich eine schone komplikations lose Geburt und kann das Krankenhaus Winsen nur empfehlen,4,Positiv,0.9500000000000001,Positiv
